瘤痢,斥档,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公
厘荐,1998,1998-10-27,12老,1998-11-01,10老, , , , , , ,1998-10-28,11老,1998-11-02,8老, , , , , , 
厘荐,1999,1999-10-24,9老,1999-10-30,8老, , , , , , ,1999-10-27,10老,1999-11-01,7老, , , , , , 
厘荐,2000,2000-10-17,2老,2000-10-24,2老, , , , , , ,2000-10-20,3老,2000-10-28,3老, , , , , , 
厘荐,2001,2001-10-16,1老,2001-10-21,-1老, , , , , , ,2001-10-20,3老,2001-10-29,4老, , , , , , 
厘荐,2002,2002-10-11,-4老,2002-10-17,-5老, , , , , , ,2002-10-13,-4老,2002-10-21,-4老, , , , , , 
厘荐,2003,2003-10-14,-1老,2003-10-19,-3老, , , , , , ,2003-10-13,-4老,2003-10-20,-5老, , , , , , 
厘荐,2004,2004-10-02,-13老,2004-10-11,-11老, , , , , , ,2004-10-06,-11老,2004-10-19,-6老, , , , , , 
厘荐,2005,2005-10-06,-9老,2005-10-13,-9老, , , , , , ,2005-10-05,-12老,2005-10-19,-6老, , , , , , 
厘荐,2006,2006-10-04,-11老, , , , , , , , ,2006-10-02,-15老, , , , , , , , 
厘荐,2007,2007-10-24,9老,2007-10-28,6老, , , , , , ,2007-10-22,5老,2007-10-27,2老, , , , , , 
傈林,1988, , , , , , , , , , , , , , , , ,1988-11-01, ,1988-11-20, 
傈林,1989,1989-10-22,-2老,1989-10-27,-7老, , ,1989-11-17, ,搬螟,—,1989-10-19,-5老,1989-10-27,-7老, , ,1989-11-18, ,搬螟,—
傈林,1990,1990-10-26,2老,1990-10-31,-3老, , ,1990-11-08, ,1990-11-18, ,1990-10-19,-5老,1990-10-25,-9老, , ,1990-11-09, ,1990-11-21, 
傈林,1991,1991-10-26,2老,1991-10-31,-3老, , , , , , ,1991-10-21,-3老,1991-10-28,-6老, , , , , , 
傈林,1992,1992-10-31,7老,1992-11-06,3老, , , , , , ,1992-10-23,-1老,1992-11-01,-2老, , , , , , 
傈林,1993,1993-10-13,-11老,1993-10-30,-4老, , , , , , ,1993-10-24,0老,1993-10-29,-5老, , , , , , 
傈林,1994,1994-10-15,-9老,1994-10-31,-3老, , , , , , ,1994-10-18,-6老,1994-10-31,-3老, , , , , , 
傈林,1995,1995-10-18,-6老,搬螟,—, , , , , , ,1995-10-18,-6老,搬螟,—, , , , , , 
傈林,1996,1996-10-21,-3老,1996-11-01,-2老, , , , , , ,1996-10-21,-3老,1996-11-01,-2老, , , , , , 
傈林,1997,1997-10-20,-4老,1997-10-28,-6老, , , , , , ,1997-10-20,-4老,1997-10-28,-6老, , , , , , 
傈林,1998,1998-10-27,3老,1998-11-04,1老, , , , , , ,1998-10-30,6老,1998-11-06,3老, , , , , , 
傈林,1999,1999-10-28,4老,1999-11-05,2老, , , , , , ,1999-10-30,6老,1999-11-06,3老, , , , , , 
傈林,2000,2000-10-28,4老,2000-11-03,0老, , , , , , ,2000-10-31,7老,2000-11-05,2老, , , , , , 
傈林,2001,2001-10-25,1老,2001-11-03,0老, , , , , , ,2001-10-27,3老,2001-11-04,1老, , , , , , 
傈林,2002,2002-10-18,-6老,2002-10-29,-5老, , , , , , ,2002-10-14,-10老,2002-10-27,-7老, , , , , , 
傈林,2003,2003-10-22,-2老,2003-11-08,5老, , , , , , ,2003-10-21,-3老,2003-11-07,4老, , , , , , 
傈林,2004,2004-10-20,-4老,2004-10-29,-5老, , , , , , ,2004-10-21,-3老,2004-10-30,-4老, , , , , , 
傈林,2005,2005-10-30,6老,2005-11-04,1老, , , , , , ,2005-10-27,3老,2005-11-03,0老, , , , , , 
傈林,2006,2006-10-23,-1老,2006-11-03,0老, , , , , , ,2006-10-24,0老,2006-11-05,2老, , , , , , 
傈林,2007,2007-10-30,6老,2007-11-08,5老, , , , , , ,2007-10-30,6老,2007-11-08,5老, , , , , , 
傈林,2008,2008-10-25,1老,2008-11-05,2老, , , , , , ,2008-10-25,1老,2008-11-05,2老, , , , , , 
傈林,2009,2009-11-02,9老,2009-11-12,9老, , , , , , ,2009-11-02,9老,2009-11-12,9老, , , , , , 
傈林,2010,2010-10-27,3老,2010-11-08,5老, , , , , , ,2010-10-26,2老,2010-11-08,5老, , , , , , 
傈林,2011,2011-10-25,1老,2011-11-03,0老, , , , , , ,2011-10-25,1老,2011-11-03,0老, , , , , , 
傈林,2012,2012-10-27,3老,2012-11-05,2老, , , , , , ,2012-10-24,0老,2012-11-05,2老, , , , , , 
傈林,2013,2013-10-28,4老,2013-11-05,2老, , , , , , ,2013-10-21,-3老,2013-10-31,-3老, , , , , , 
傈林,2014,2014-10-26,2老,2014-11-04,1老, , , , , , ,2014-10-23,-1老,2014-11-11,8老, , , , , , 
傈林,2015,2015-10-21,-3老,2015-11-01,-2老, , , , , , ,2015-10-23,-1老,2015-11-06,3老, , , , , , 
傈林,2016,2016-10-21,-3老,2016-11-01,-2老, , , , , , ,2016-10-23,-1老,2016-11-06,3老, , , , , , 
傈林,2017,2017-10-20,-4老,2017-10-31,-3老, , , , , , ,2017-10-20,-4老,2017-10-31,-3老, , , , , , 
傈林,2018,2018-10-12,-12老,2018-10-25,-9老, , , , , , ,2018-10-11,-13老,2018-10-25,-9老, , , , , , 
傈林,2019,2019-10-24,0老,2019-11-08,5老, , , , , , ,2019-10-24,0老,2019-11-08,5老, , , , , , 
傈林,2020,2020-10-21,-3老,2020-10-26,-8老, , , , , , ,2020-10-22,-2老,2020-10-27,-7老, , , , , , 
傈林,2021,2021-10-24,0老,2021-10-27,-7老, , , , , , ,2021-10-23,-1老,2021-10-27,-7老, , , , , , 
傈林,2022,2022-10-17,-7老,2022-10-25,-9老, , , , , , ,2022-10-28,4老,2022-11-10,7老, , , , , , 
傈林,2023,2023-10-13,-11老,2023-10-20,-14老, , , , , , ,2023-10-16,-8老,2023-10-26,-8老, , , , , , 
沥谰,1988, , , , , , , , , , ,1988-10-08,-17老,1988-10-30,-8老, , ,1988-11-05, ,1988-11-24, 
沥谰,1989,1989-10-23,-3老,搬螟,—, , ,1989-10-29, ,搬螟,—,1989-10-17,-8老,搬螟,—, , ,1989-11-07, ,搬螟,—
沥谰,1990,1990-10-20,-6老,搬螟,—, , ,搬螟,—,1990-10-26, ,1990-10-20,-5老,搬螟,—, , ,搬螟,—,1990-11-11, 
沥谰,1991,搬螟,—,搬螟,—, , , , , , ,1991-10-17,-8老,1991-10-31,-7老, , , , , , 
沥谰,1992,1992-10-20,-6老, , , , , , , , ,1992-10-13,-12老,1992-11-05,-2老, , , , , , 
沥谰,1993,1993-10-15,-11老,1993-10-31,-7老, , , , , , ,1993-10-15,-10老,1993-10-31,-7老, , , , , , 
沥谰,1994,1994-10-13,-13老,1994-10-27,-11老, , , , , , ,1994-10-13,-12老,1994-10-27,-11老, , , , , , 
沥谰,1995,1995-10-16,-10老,1995-11-08,1老, , , , , , ,1995-10-16,-9老,1995-11-12,5老, , , , , , 
沥谰,1996,1996-10-19,-7老,1996-10-31,-7老, , , , , , ,1996-10-19,-6老,1996-10-31,-7老, , , , , , 
沥谰,1997,1997-10-24,-2老,1997-11-03,-4老, , , , , , ,1997-10-19,-6老,1997-10-30,-8老, , , , , , 
沥谰,1998,1998-10-30,4老,1998-11-08,1老, , , , , , ,1998-10-28,3老,1998-11-06,-1老, , , , , , 
沥谰,1999,1999-10-26,0老,1999-11-08,1老, , , , , , ,1999-10-26,1老,1999-11-08,1老, , , , , , 
沥谰,2000,2000-11-05,10老,2000-11-10,3老, , , , , , ,2000-11-03,9老,2000-11-09,2老, , , , , , 
沥谰,2001,2001-10-26,0老,2001-11-10,3老, , , , , , ,2001-10-26,1老,2001-11-10,3老, , , , , , 
沥谰,2002,2002-10-25,-1老,2002-11-07,0老, , , , , , ,2002-10-25,0老,2002-11-07,0老, , , , , , 
沥谰,2003,2003-10-26,0老,2003-11-08,1老, , , , , , ,2003-10-26,1老,2003-11-08,1老, , , , , , 
沥谰,2004,2004-10-30,4老,2004-11-09,2老, , , , , , ,2004-10-27,2老,2004-11-08,1老, , , , , , 
沥谰,2005,2005-10-29,3老,2005-11-07,0老, , , , , , ,2005-10-26,1老,2005-11-07,0老, , , , , , 
沥谰,2006,2006-10-31,5老,2006-11-10,3老, , , , , , ,2006-10-27,2老,2006-11-10,3老, , , , , , 
沥谰,2007,2007-10-30,4老,2007-11-10,3老, , , , , , ,2007-10-30,5老,2007-11-10,3老, , , , , , 
沥谰,2008,2008-11-02,7老,2008-11-16,9老, , , , , , ,2008-11-02,8老,2008-11-16,9老, , , , , , 
沥谰,2009,2009-11-03,8老,2009-11-12,5老, , , , , , ,2009-11-03,9老,2009-11-12,5老, , , , , , 
沥谰,2010,2010-10-28,2老,2010-11-10,3老, , , , , , ,2010-10-28,3老,2010-11-10,3老, , , , , , 
沥谰,2011,2011-10-24,-2老,2011-11-02,-5老, , , , , , ,2011-10-24,-1老,2011-11-02,-5老, , , , , , 
沥谰,2012,2012-10-30,4老,2012-11-06,-1老, , , , , , ,2012-10-30,5老,2012-11-06,-1老, , , , , , 
沥谰,2013,2013-10-28,2老,2013-11-04,-3老, , , , , , ,2013-10-25,0老,2013-11-04,-3老, , , , , , 
绊魂,1998,1998-11-18,12老, , , , , , , , ,1998-11-23,16老, , , , , , , , 
绊魂,1999,1999-11-23,17老,1999-12-01,11老, , , , , , ,1999-11-28,21老,1999-12-09,19老, , , , , , 
绊魂,2000,2000-11-22,16老,2000-12-06,16老, , , , , , ,2000-11-26,19老,2000-12-07,17老, , , , , , 
绊魂,2001,2001-11-13,7老,2001-11-24,4老, , , , , , ,2001-11-02,-5老,2001-11-16,-4老, , , , , , 
绊魂,2002,2002-11-09,3老,2002-11-21,1老, , , , , , ,2002-11-04,-3老,2002-11-16,-4老, , , , , , 
绊魂,2003,2003-11-08,2老,2003-11-20,0老, , , , , , ,2003-11-08,1老,2003-11-20,0老, , , , , , 
绊魂,2004,2004-11-02,-4老,2004-11-20,0老, , , , , , ,2004-11-02,-5老,2004-11-18,-2老, , , , , , 
绊魂,2005,2005-11-05,-1老,2005-11-24,4老, , , , , , ,2005-11-05,-2老,2005-11-24,4老, , , , , , 
绊魂,2006,2006-10-25,-12老,2006-11-13,-7老, , , , , , ,2006-10-23,-15老,2006-11-14,-6老, , , , , , 
绊魂,2007,2007-10-29,-8老,2007-11-11,-9老, , , , , , ,2007-10-30,-8老,2007-11-09,-11老, , , , , , 
绊魂,2008,2008-10-29,-8老,2008-11-13,-7老, , , , , , ,2008-11-02,-5老,2008-11-14,-6老, , , , , , 
绊魂,2009,2009-11-01,-5老,2009-11-17,-3老, , , , , , ,2009-11-02,-5老,2009-11-14,-6老, , , , , , 
绊魂,2010,2010-11-07,1老,2010-11-23,3老, , , , , , ,2010-11-10,3老,2010-11-23,3老, , , , , , 
绊魂,2011,2011-10-28,-9老,2011-11-12,-8老, , , , , , ,2011-10-31,-7老,2011-11-15,-5老, , , , , , 
绊魂,2012,2012-10-24,-13老,2012-11-09,-11老, , , , , , ,2012-10-29,-9老,2012-11-15,-5老, , , , , , 
绊魂,2013,2013-10-25,-12老, , , , , , , , ,2013-10-29,-9老, , , , , , , , 
辑蓖器,1989,搬螟,—,1989-11-13,-12老, , ,1989-12-02, ,搬螟,—,搬螟,—,1989-11-10,-12老, , ,1989-12-01, ,搬螟,—
辑蓖器,1990,1990-11-12,2老,1990-11-30,5老, , ,1990-12-09, ,搬螟,—,1990-11-11,4老,1990-12-02,10老, , ,1990-12-07, ,搬螟,—
辑蓖器,1991,1991-10-30,-11老,1991-11-16,-9老, , , , , , ,1991-10-26,-12老,1991-11-14,-8老, , , , , , 
辑蓖器,1992,1992-11-07,-3老,1992-11-17,-8老, , , , , , ,1992-11-03,-4老,1992-11-17,-5老, , , , , , 
辑蓖器,1993,1993-11-03,-7老,1993-11-07,-18老, , , , , , ,1993-11-07,0老,1993-11-13,-9老, , , , , , 
辑蓖器,1994,1994-11-03,-7老,1994-11-26,1老, , , , , , ,1994-11-04,-3老,1994-11-25,3老, , , , , , 
辑蓖器,1995,1995-11-05,-5老,1995-11-28,3老, , , , , , ,1995-11-03,-4老,1995-11-26,4老, , , , , , 
辑蓖器,1996,1996-11-07,-3老,1996-11-27,2老, , , , , , ,1996-11-09,2老,1996-11-29,7老, , , , , , 
辑蓖器,1997,1997-11-05,-5老, , , , ,1997-12-01, , , ,1997-11-21,14老, , , , ,1997-12-05, , , 
辑蓖器,1998,1998-11-16,6老,1998-12-04,9老, , ,1998-12-04, , , ,1998-11-13,6老,1998-12-08,16老, , ,1998-12-08, , , 
辑蓖器,1999,1999-11-20,10老,1999-11-27,2老, , , , , , ,1999-11-23,16老,1999-11-30,8老, , , , , , 
辑蓖器,2000,2000-11-19,9老,2000-11-30,5老, , , , , , ,2000-11-23,16老,2000-12-05,13老, , , , , , 
辑蓖器,2001,2001-11-18,8老,2001-11-29,4老, , ,2001-12-04, ,2001-12-13, ,2001-10-17,-21老,2001-11-12,-10老, , ,2001-11-29, ,2001-12-07, 
辑蓖器,2003,2003-11-11,1老,2003-11-23,-2老, , , , , , ,2003-11-08,1老,2003-11-21,-1老, , , , , , 
辑蓖器,2004,2004-11-04,-6老,2004-11-18,-7老, , , , , , ,2004-11-04,-3老,2004-11-12,-10老, , , , , , 
辑蓖器,2005,2005-11-08,-2老,2005-11-25,0老, , , , , , ,2005-11-08,1老,2005-11-26,4老, , , , , , 
辑蓖器,2006,2006-11-01,-9老,2006-11-19,-6老, , , , , , ,2006-10-27,-11老,2006-11-15,-7老, , , , , , 
辑蓖器,2007,2007-11-06,-4老,2007-11-23,-2老, , , , , , ,2007-11-02,-5老,2007-11-15,-7老, , , , , , 
辑蓖器,2008,2008-10-31,-10老,2008-11-22,-3老, , , , , , ,2008-11-03,-4老,2008-11-19,-3老, , , , , , 
辑蓖器,2009,2009-11-11,1老,2009-11-23,-2老, , , , , , ,2009-11-05,-2老,2009-11-20,-2老, , , , , , 
辑蓖器,2010,2010-11-22,12老,2010-11-29,4老, , , , , , ,2010-11-18,11老,2010-11-23,1老, , , , , , 
辑蓖器,2011,2011-11-29,19老,2011-12-06,11老, , , , , , ,2011-11-25,18老,2011-12-03,11老, , , , , , 
辑蓖器,2019, , , , , , , , , , ,2019-10-25,-13老,2019-11-10,-12老, , , , , , 
辑蓖器,2020,2020-11-18,8老,2020-11-28,3老, , , , , , ,2020-11-03,-4老,2020-11-14,-8老, , , , , , 
辑蓖器,2021,2021-11-18,8老,2021-12-02,7老, , , , , , ,2021-11-06,-1老,2021-11-18,-4老, , , , , , 
辑蓖器,2022,2022-11-23,13老,2022-12-12,17老, , , , , , ,2022-10-31,-7老,2022-11-11,-11老, , , , , , 
辑蓖器,2023,2023-11-28,18老,2023-12-06,11老, , , , , , ,2023-11-13,6老,2023-11-21,-1老, , , , , , 
己魂,1991, , , , , , , , , , ,1991-11-26,20老,1991-12-05,13老, , , , , , 
己魂,1999,1999-11-29,24老,1999-12-01,9老, , , , , , ,1999-11-26,20老,1999-12-01,9老, , , , , , 
己魂,2000,2000-11-02,-3老,2000-11-25,3老, , , , , , ,2000-11-04,-2老,2000-11-25,3老, , , , , , 
己魂,2001,2001-11-03,-2老,2001-11-23,1老, , , , , , ,2001-11-05,-1老,2001-11-24,2老, , , , , , 
己魂,2002,2002-11-02,-3老,2002-12-02,10老, , , , , , ,2002-11-03,-3老,2002-12-02,10老, , , , , , 
己魂,2003,2003-11-08,3老,2003-11-20,-2老, , , , , , ,2003-11-08,2老,2003-11-20,-2老, , , , , , 
己魂,2004,2004-10-27,-9老, , , , , , , , ,2004-10-27,-10老, , , , , , , , 
己魂,2005,2005-11-07,2老,2005-11-26,4老, , , , , , ,2005-11-07,1老,2005-11-26,4老, , , , , , 
己魂,2006,2006-11-01,-4老,2006-11-19,-3老, , , , , , ,2006-10-27,-10老,2006-11-15,-7老, , , , , , 
己魂,2007,2007-11-04,-1老,2007-11-18,-4老, , , , , , ,2007-11-02,-4老,2007-11-14,-8老, , , , , , 
己魂,2008,2008-11-04,-1老,2008-11-25,3老, , , , , , ,2008-11-07,1老,2008-11-22,0老, , , , , , 
己魂,2009,2009-11-13,8老,2009-11-25,3老, , , , , , ,2009-11-08,2老,2009-11-24,2老, , , , , , 
己魂,2010,2010-11-18,13老,2010-11-25,3老, , , , , , ,2010-11-12,6老,2010-11-19,-3老, , , , , , 
己魂,2011,2011-10-18,-18老,2011-11-07,-15老, , , , , , ,2011-10-20,-17老,2011-11-13,-9老, , , , , , 
己魂,2012,2012-10-24,-12老,2012-11-14,-8老, , , , , , ,2012-11-02,-4老,2012-11-17,-5老, , , , , , 
己魂,2013,2013-10-28,-8老,2013-11-15,-7老, , , , , , ,2013-10-23,-14老,2013-11-06,-16老, , , , , , 
己魂,2007,2007-11-04, ,2007-11-18, , , , , , , ,2007-11-02, ,2007-11-14, , , , , , , 
己魂器,1991,搬螟,—,搬螟,—, , , , , , ,1991-11-26, ,1991-12-05, , , , , , , 
己魂器,1999,1999-11-29, ,1999-12-01, , , , , , , ,1999-11-26, ,1999-12-01, , , , , , , 
己魂器,2000,2000-11-02, ,2000-11-25, , , , , , , ,2000-11-04, ,2000-11-25, , , , , , , 
己魂器,2001,2001-11-03, ,2001-11-23, , , , , , , ,2001-11-05, ,2001-11-24, , , , , , , 
己魂器,2002,2002-11-02, ,2002-12-02, , , , , , , ,2002-11-03, ,2002-12-02, , , , , , , 
己魂器,2003,2003-11-08, ,2003-11-20, , , , , , , ,2003-11-08, ,2003-11-20, , , , , , , 
己魂器,2004,2004-10-27, , , , , , , , , ,2004-10-27, , , , , , , , , 
己魂器,2005,2005-11-07, ,2005-11-26, , , , , , , ,2005-11-07, ,2005-11-26, , , , , , , 
己魂器,2006,2006-11-01, ,2006-11-19, , , , , , , ,2006-10-27, ,2006-11-15, , , , , , , 
力林,1987,1987-10-13,-25老, , , , , , , , , , , , , , , , , , 
力林,1988,1988-11-04,-3老,1988-11-11,-9老, , , , , , , , , , , , , , , , 
力林,1989,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,1989-11-02,-2老,1989-11-10,-7老, , ,搬螟,—,搬螟,—
力林,1990,1990-11-10,3老,1990-11-25,5老, , ,1990-11-28, ,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
力林,1991,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
力林,1992,1992-11-04,-3老,1992-11-10,-10老, , , , , , ,1992-10-28,-7老,1992-11-03,-14老, , , , , , 
力林,1993,1993-11-06,-1老,1993-11-17,-3老, , , , , , , , , , , , , , , , 
力林,1994,1994-11-05,-2老,1994-11-16,-4老, , , , , , , , , , , , , , , , 
力林,1995,1995-11-09,2老,1995-11-20,0老, , , , , , , , , , , , , , , , 
力林,1996,1996-11-18,11老,1996-11-28,8老, , , , , , , , , , , , , , , , 
力林,1998,1998-11-24,17老,1998-12-03,13老, , , , , , ,1998-11-24,20老,1998-12-04,17老, , , , , , 
力林,1999,1999-11-29,22老,1999-12-07,17老, , , , , , ,1999-11-29,25老,1999-12-07,20老, , , , , , 
力林,2000,2000-11-27,20老,2000-12-05,15老, , , , , , ,2000-11-27,23老,2000-12-05,18老, , , , , , 
力林,2001,2001-11-10,3老,2001-11-22,2老, , , , , , ,2001-11-08,4老,2001-11-19,2老, , , , , , 
力林,2002,2002-11-12,5老,2002-11-21,1老, , , , , , ,2002-11-08,4老,2002-11-20,3老, , , , , , 
力林,2003,2003-11-06,-1老,2003-11-18,-2老, , , , , , ,2003-11-06,2老,2003-11-18,1老, , , , , , 
力林,2004,2004-10-26,-12老,2004-11-22,2老, , , , , , ,2004-10-26,-9老,2004-11-19,2老, , , , , , 
力林,2005,2005-11-02,-5老,2005-11-22,2老, , , , , , ,2005-11-02,-2老,2005-11-22,5老, , , , , , 
力林,2006,2006-10-25,-13老,2006-11-16,-4老, , , , , , ,2006-10-20,-15老,2006-11-10,-7老, , , , , , 
力林,2007,2007-10-31,-7老,2007-11-10,-10老, , , , , , ,2007-10-28,-7老,2007-11-07,-10老, , , , , , 
力林,2008,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
力林,2009,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
力林,2010,2010-10-28,-10老,2010-11-08,-12老, , , , , , ,2010-10-25,-10老,2010-11-06,-11老, , , , , , 
力林,2011,2011-10-20,-18老,2011-11-08,-12老, , , , , , ,2011-10-22,-13老,2011-11-11,-6老, , , , , , 
力林,2013,2013-10-21,-17老, , , , , , , , ,2013-10-31,-4老, , , , , , , , 
力林,2016,搬螟,—,搬螟,—, , , , , , ,2016-10-13,-22老,2016-10-26,-22老, , , , , , 
力林,2017,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
力林,2018,2018-11-03,-4老,2018-11-23,3老, , , , , , ,2018-11-01,-3老,2018-11-15,-2老, , , , , , 
力林,2019,2019-11-07,0老,2019-11-21,1老, , , , , , ,2019-11-04,0老,2019-11-17,0老, , , , , , 
力林,2020,2020-11-06,-1老,2020-11-14,-6老, , , , , , ,2020-11-08,4老,2020-11-17,0老, , , , , , 
力林,2021,2021-11-07,0老,2021-11-18,-2老, , , , , , ,2021-11-05,1老,2021-11-21,4老, , , , , , 
力林,2022,2022-11-13,6老,2022-11-23,3老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , 
力林,2023,2023-11-13,6老,2023-11-20,0老, , , , , , ,2023-11-19,15老,2023-11-27,10老, , , , , , 
陛魂,1978, , , , , , , , , , ,1978-10-19,-1老,搬螟,—, , ,搬螟,—,搬螟,—
陛魂,1979, , , , , , , , , , ,1979-10-20,0老,搬螟,—, , ,搬螟,—,搬螟,—
陛魂,1980, , , , , , , , , , ,1980-10-16,-4老,搬螟,—, , ,搬螟,—,搬螟,—
陛魂,1981, , , , , , , , , , ,1981-10-18,-2老,搬螟,—, , ,搬螟,—,搬螟,—
陛魂,1982, , , , , , , , , , ,1982-10-18,-2老,搬螟,—, , ,搬螟,—,搬螟,—
陛魂,1983, , , , , , , , , , ,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
陛魂,1984,1984-10-06,-14老,搬螟,—, , ,搬螟,—,搬螟,—,1984-10-08,-12老,搬螟,—, , ,1984-11-03, ,搬螟,—
陛魂,1985,1985-10-04,-16老,搬螟,—, , ,搬螟,—,搬螟,—,1985-10-07,-13老,搬螟,—, , ,1985-11-05, ,搬螟,—
陛魂,1986,1986-09-30,-20老,搬螟,—, , ,搬螟,—,搬螟,—,1986-10-04,-16老,搬螟,—, , ,1986-11-03, ,搬螟,—
陛魂,1987,1987-10-05,-15老,搬螟,—, , ,搬螟,—,搬螟,—,1987-10-10,-10老,搬螟,—, , ,1987-11-02, ,搬螟,—
陛魂,1988,1988-10-02,-18老,搬螟,—, , ,1988-10-28, ,搬螟,—,1988-10-07,-13老,搬螟,—, , ,1988-10-27, ,搬螟,—
陛魂,1989,1989-10-06,-14老,1989-10-11,-16老, , ,1989-10-25, ,1989-11-01, ,1989-10-11,-9老,1989-10-18,-10老, , ,1989-10-25, ,1989-11-01, 
陛魂,1990,1990-10-18,-2老,1990-10-24,-3老, , ,1990-10-25, ,1990-11-01, ,1990-10-16,-4老,1990-10-22,-6老, , ,1990-10-29, ,1990-11-06, 
陛魂,1991,1991-10-17,-3老,1991-10-23,-4老, , , , , , ,1991-10-20,0老,1991-10-25,-3老, , , , , , 
陛魂,1992,1992-10-15,-5老, , , , , , , , ,1992-10-13,-7老, , , , , , , , 
陛魂,1993,1993-10-16,-4老,1993-10-17,-10老, , , , , , ,1993-10-16,-4老,1993-10-19,-9老, , , , , , 
陛魂,1994,1994-10-20,0老,1994-10-23,-4老, , , , , , ,1994-10-20,0老,1994-10-24,-4老, , , , , , 
陛魂,1995,1995-10-17,-3老,1995-10-22,-5老, , , , , , ,1995-10-18,-2老,1995-10-24,-4老, , , , , , 
陛魂,1996,1996-10-19,-1老,1996-10-23,-4老, , , , , , ,1996-10-21,1老,1996-10-26,-2老, , , , , , 
陛魂,1997,1997-10-12,-8老,1997-10-18,-9老, , , , , , ,1997-10-14,-6老,1997-10-19,-9老, , , , , , 
陛魂,1998,1998-10-22,2老,1998-10-29,2老, , , , , , ,1998-10-24,4老,1998-10-29,1老, , , , , , 
陛魂,1999,1999-10-26,6老,1999-10-30,3老, , , , , , ,1999-10-26,6老,1999-10-30,2老, , , , , , 
陛魂,2000,2000-10-23,3老,2000-10-27,0老, , , , , , ,2000-10-23,3老,2000-10-27,-1老, , , , , , 
陛魂,2001,2001-10-24,4老,2001-10-29,2老, , , , , , ,2001-10-24,4老,2001-10-29,1老, , , , , , 
陛魂,2002,2002-10-19,-1老,2002-10-26,-1老, , , , , , ,2002-10-19,-1老,2002-10-27,-1老, , , , , , 
陛魂,2003,2003-10-19,-1老,2003-11-11,15老, , , , , , ,2003-10-15,-5老,2003-11-15,18老, , , , , , 
陛魂,2004,2004-10-12,-8老,2004-10-20,-7老, , , , , , ,2004-10-14,-6老,2004-10-25,-3老, , , , , , 
陛魂,2005,2005-10-20,0老,2005-10-28,1老, , , , , , ,2005-10-19,-1老,2005-10-28,0老, , , , , , 
陛魂,2006,2006-10-23,3老,2006-10-30,3老, , , , , , ,2006-10-23,3老,2006-10-30,2老, , , , , , 
陛魂,2007,2007-10-26,6老,2007-11-03,7老, , , , , , ,2007-10-25,5老,2007-11-03,6老, , , , , , 
焊飞,1974,1974-10-10,-15老, , , , , , , , , , , , , , , , , , 
焊飞,1975,1975-10-17,-8老, , , , , , , , , , , , , , , , , , 
焊飞,1984,1984-10-26,1老, , , , ,1984-11-04, ,1984-11-18, , , , , , , , , , , 
焊飞,1985,1985-10-26,1老, , , , , , , , ,1985-10-30,3老, , , , , , , , 
焊飞,1986,1986-10-25,0老, , , , , , , , , , , , , , , , , , 
焊飞,1987,1987-10-22,-3老, , , , , , , , , , , , , , , , , , 
焊飞,1988,1988-10-27,2老,搬螟,—, , ,1988-11-03, ,1988-11-17, , , , , , , , , , , 
焊飞,1989,1989-10-16,-9老,1989-10-23,-13老, , ,1989-10-28, ,1989-11-11, ,1989-10-10,-17老,1989-10-26,-13老, , ,1989-11-03, ,1989-11-14, 
焊飞,1990,1990-10-26,1老,1990-10-31,-5老, , ,1990-11-07, ,1990-11-17, ,1990-10-20,-7老,1990-10-27,-12老, , ,1990-11-05, ,1990-11-15, 
焊飞,1991,1991-10-17,-8老,1991-10-26,-10老, , ,1991-11-04, ,1991-11-14, ,1991-10-17,-10老,1991-10-26,-13老, , ,1991-11-04, ,1991-11-14, 
焊飞,1992,1992-10-15,-10老,1992-10-25,-11老, , ,1992-11-04, ,1992-11-10, ,1992-10-15,-12老,1992-10-25,-14老, , ,1992-11-04, ,1992-11-10, 
焊飞,1993,1993-10-26,1老,1993-11-02,-3老, , ,1993-11-08, ,1993-11-12, ,1993-10-27,0老,1993-11-03,-5老, , ,1993-11-08, ,1993-11-12, 
焊飞,1994,1994-10-27,2老,1994-11-04,-1老, , ,1994-11-09, ,1994-11-13, ,1994-10-29,2老,1994-11-04,-4老, , ,1994-11-09, ,1994-11-13, 
焊飞,1995,1995-10-25,0老,1995-11-03,-2老, , , , , , ,1995-10-28,1老,1995-11-04,-4老, , , , , , 
焊飞,1996,1996-10-26,1老,1996-10-31,-5老, , , , , , ,1996-10-26,-1老,1996-11-01,-7老, , , , , , 
